number_of_cells,number_of_timestep,nodes_number,gathers,wave_front_tracking,hilbert_filter,isotropic_kernel,exec_time,over
44182200000000.0,16059,2,0,1,1,0,2600.24,0
27288200000000.0,16059,2,0,1,1,0,2219.43,0
38049600000000.0,16059,2,0,1,1,0,4130.49,0
40627300000000.0,16059,2,0,1,1,0,3456.2,0
42649900000000.0,16059,2,0,1,1,0,4602.63,0
44436100000000.0,16059,2,0,1,1,0,3612.75,0
23492000000000.0,16059,2,0,1,1,0,2613.76,0
43928300000000.0,16059,2,0,1,1,0,2501.47,0
27205800000000.0,16059,2,0,1,1,0,2358.42,0
32247900000000.0,16059,2,0,1,1,0,3917.15,0
21975700000000.0,16059,2,0,1,1,0,2900.92,0
24224100000000.0,16059,2,0,1,1,0,2152.34,0
36310600000000.0,16059,2,0,1,1,0,3260.67,0
33263600000000.0,16059,2,0,1,1,0,3620.92,0
26636200000000.0,16059,2,0,1,1,0,2297.01,0
31740100000000.0,16059,2,0,1,1,0,2984.3,0
35065200000000.0,16059,2,0,1,1,0,3098.37,0
29655800000000.0,16059,2,0,1,1,0,3323.45,0
38637700000000.0,16059,2,0,1,1,0,3287.51,0
42375100000000.0,16059,2,0,1,1,0,2440.91,0
44436100000000.0,16059,2,0,1,1,0,2504.18,0
31809200000000.0,16059,2,0,1,1,0,3025.63,0
24820600000000.0,16059,2,0,1,1,0,2863.74,0
26408800000000.0,16059,2,0,1,1,0,2349.97,0
31108000000000.0,16059,2,0,1,1,0,2592.4,0
27313500000000.0,16059,2,0,1,1,0,3022.31,0
44436100000000.0,16059,2,0,1,1,0,4435.11,0
36329000000000.0,16059,2,0,1,1,0,3222.13,0
42652100000000.0,16059,2,0,1,1,0,4424.2,0
20197900000000.0,16059,2,0,1,1,0,1963.4,0
41896900000000.0,16059,2,0,1,1,0,4356.16,0
26934100000000.0,16059,2,0,1,1,0,2548.59,0
44182200000000.0,16059,2,0,1,1,0,4643.83,0
32784300000000.0,16059,2,0,1,1,0,2754.15,0
29349300000000.0,16059,2,0,1,1,0,2304.6,0
26738600000000.0,16059,2,0,1,1,0,2688.38,0
30558400000000.0,16059,2,0,1,1,0,2347.65,0
25299700000000.0,16059,2,0,1,1,0,2382.3,0
43859000000000.0,16059,2,0,1,1,0,3398.54,0
38342000000000.0,16059,2,0,1,1,0,3557.72,0
39984200000000.0,16059,2,0,1,1,0,3542.1,0
40149100000000.0,16059,2,0,1,1,0,3318.28,0
26016300000000.0,16059,2,0,1,1,0,2675.45,0
44436100000000.0,16059,2,0,1,1,0,3695.61,0
35889600000000.0,16059,2,0,1,1,0,3199.13,0
38849800000000.0,16059,2,0,1,1,0,3412.4,0
29227400000000.0,16059,2,0,1,1,0,3042.19,0
26821000000000.0,16059,2,0,1,1,0,2549.57,0
35075600000000.0,16059,2,0,1,1,0,4061.59,0
22915300000000.0,16059,2,0,1,1,0,2278.85,0
27169500000000.0,16059,2,0,1,1,0,2784.89,0
30712900000000.0,16059,2,0,1,1,0,1958.9,0
32552700000000.0,16059,2,0,1,1,0,2865.98,0
32729400000000.0,16059,2,0,1,1,0,3367.76,0
40627300000000.0,16059,2,0,1,1,0,3466.26,0
32964800000000.0,16059,2,0,1,1,0,3675.36,0
36753300000000.0,16059,2,0,1,1,0,3163.12,0
38005600000000.0,16059,2,0,1,1,0,4026.5,0
41743000000000.0,16059,2,0,1,1,0,3418.06,0
41056000000000.0,16059,2,0,1,1,0,3226.41,0
31563400000000.0,16059,2,0,1,1,0,3403.4,0
38849800000000.0,16059,2,0,1,1,0,4357.4,0
25108500000000.0,16059,2,0,1,1,0,3072.44,0
24361300000000.0,16059,2,0,1,1,0,2644.79,0
39874300000000.0,16059,2,0,1,1,0,2257.09,0
25878900000000.0,16059,2,0,1,1,0,1788.76,0
36067100000000.0,16059,2,0,1,1,0,3713.67,0
39049900000000.0,16059,2,0,1,1,0,3217.68,0
29285500000000.0,16059,2,0,1,1,0,2814.71,0
44436100000000.0,16059,2,0,1,1,0,3585.02,0
27931300000000.0,16059,2,0,1,1,0,2869.37,0
44436100000000.0,16059,2,0,1,1,0,4191.6,0
31714200000000.0,16059,2,0,1,1,0,2771.52,0
44436100000000.0,16059,2,0,1,1,0,3867.47,0
36500500000000.0,16059,2,0,1,1,0,2956.44,0
43996400000000.0,16059,2,0,1,1,0,3687.4,0
44436100000000.0,16059,2,0,1,1,0,3613.8,0
44436100000000.0,16059,2,0,1,1,0,4386.81,0
27150800000000.0,16059,2,0,1,1,0,2225.59,0
38105000000000.0,16059,2,0,1,1,0,3411.06,0
38849800000000.0,16059,2,0,1,1,0,6328.04,1
38849800000000.0,16059,2,0,1,1,0,3416.33,0
30997000000000.0,16059,2,0,1,1,0,3034.77,0
27975200000000.0,16059,2,0,1,1,0,2788.01,0
29581400000000.0,16059,2,0,1,1,0,6108.8,1
40039200000000.0,16059,2,0,1,1,0,4264.81,0
21459300000000.0,16059,2,0,1,1,0,2458.27,0
41655500000000.0,16059,2,0,1,1,0,3508.97,0
39440100000000.0,16059,2,0,1,1,0,3510.6,0
38885000000000.0,16059,2,0,1,1,0,3181.14,0
29931500000000.0,16059,2,0,1,1,0,2660.4,0
35367500000000.0,16059,2,0,1,1,0,2872.45,0
27535500000000.0,16059,2,0,1,1,0,2208.96,0
33625600000000.0,16059,2,0,1,1,0,3024.93,0
28579800000000.0,16059,2,0,1,1,0,2606.84,0
18749600000000.0,16059,2,0,1,1,0,2154.37,0
38225500000000.0,16059,2,0,1,1,0,3058.01,0
20411000000000.0,16059,2,0,1,1,0,1875.88,0
23706800000000.0,16059,2,0,1,1,0,2358.27,0
25627600000000.0,16059,2,0,1,1,0,2225.53,0
31715300000000.0,16059,2,0,1,1,0,2849.72,0
44436100000000.0,16059,2,0,1,1,0,4185.52,0
35510200000000.0,16059,2,0,1,1,0,3131.92,0
44436100000000.0,16059,2,0,1,1,0,5104.42,0
30911700000000.0,16059,2,0,1,1,0,2867.26,0
33141600000000.0,16059,2,0,1,1,0,2044.51,0
43928300000000.0,16059,2,0,1,1,0,3648.71,0
23148400000000.0,16059,2,0,1,1,0,1432.51,0
17552400000000.0,16059,2,0,1,1,0,1745.29,0
26522100000000.0,16059,2,0,1,1,0,2429.69,0
35037700000000.0,16059,2,0,1,1,0,2897.0,0
30256100000000.0,16059,2,0,1,1,0,2477.0,0
21740100000000.0,16059,2,0,1,1,0,1918.67,0
27454800000000.0,16059,2,0,1,1,0,2770.36,0
38595900000000.0,16059,2,0,1,1,0,3342.76,0
44436100000000.0,16059,2,0,1,1,0,3841.35,0
44436100000000.0,16059,2,0,1,1,0,3673.95,0
28366600000000.0,16059,2,0,1,1,0,2628.67,0
28185200000000.0,16059,2,0,1,1,0,2845.01,0
39103800000000.0,16059,2,0,1,1,0,3439.87,0
44436100000000.0,16059,2,0,1,1,0,3676.13,0
31829100000000.0,16059,2,0,1,1,0,3192.85,0
39409500000000.0,16059,2,0,1,1,0,3863.86,0
44436100000000.0,16059,2,0,1,1,0,3843.96,0
43928300000000.0,16059,2,0,1,1,0,3896.99,0
31507800000000.0,16059,2,0,1,1,0,3832.78,0
42539900000000.0,16059,2,0,1,1,0,3620.72,0
40881200000000.0,16059,2,0,1,1,0,3482.65,0
44436100000000.0,16059,2,0,1,1,0,3914.15,0
42011400000000.0,16059,2,0,1,1,0,3747.49,0
29454800000000.0,16059,2,0,1,1,0,2906.32,0
42237700000000.0,16059,2,0,1,1,0,3466.03,0
35862200000000.0,16059,2,0,1,1,0,2854.99,0
31921100000000.0,16059,2,0,1,1,0,3223.77,0
32719500000000.0,16059,2,0,1,1,0,2830.49,0
20351500000000.0,16059,2,0,1,1,0,1935.02,0
44436100000000.0,16059,2,0,1,1,0,3641.35,0
44436100000000.0,16059,2,0,1,1,0,3635.92,0
39103800000000.0,16059,2,0,1,1,0,4298.12,0
36903700000000.0,16059,2,0,1,1,0,3254.03,0
21631500000000.0,16059,2,0,1,1,0,2004.02,0
27169500000000.0,16059,2,0,1,1,0,2749.75,0
17356100000000.0,16059,2,0,1,1,0,1946.66,0
20293900000000.0,16059,2,0,1,1,0,2149.29,0
34103400000000.0,16059,2,0,1,1,0,2851.7,0
44436100000000.0,16059,2,0,1,1,0,3705.89,0
44436100000000.0,16059,2,0,1,1,0,3519.8,0
33562400000000.0,16059,2,0,1,1,0,3180.85,0
33938500000000.0,16059,2,0,1,1,0,3032.11,0
32755800000000.0,16059,2,0,1,1,0,3922.15,0
34533200000000.0,16059,2,0,1,1,0,3008.37,0
29975800000000.0,16059,2,0,1,1,0,3077.74,0
33362100000000.0,16059,2,0,1,1,0,2786.0,0
36310600000000.0,16059,2,0,1,1,0,3389.88,0
27563000000000.0,16059,2,0,1,1,0,3344.2,0
21079800000000.0,16059,2,0,1,1,0,1363.27,0
30448500000000.0,16059,2,0,1,1,0,2585.05,0
44436100000000.0,16059,2,0,1,1,0,3701.03,0
24402800000000.0,16059,2,0,1,1,0,2032.18,0
36310600000000.0,16059,2,0,1,1,0,3019.35,0
27590500000000.0,16059,2,0,1,1,0,2113.0,0
41413200000000.0,16059,2,0,1,1,0,3412.69,0
41165900000000.0,16059,2,0,1,1,0,3371.42,0
44436100000000.0,16059,2,0,1,1,0,2530.99,0
44436100000000.0,16059,2,0,1,1,0,3697.92,0
36962500000000.0,16059,2,0,1,1,0,3159.43,0
43391800000000.0,16059,2,0,1,1,0,3524.38,0
38342000000000.0,16059,2,0,1,1,0,3373.73,0
36564600000000.0,16059,2,0,1,1,0,3331.06,0
35559900000000.0,16059,2,0,1,1,0,3240.6,0
44182200000000.0,16059,2,0,1,1,0,3671.15,0
32376800000000.0,16059,2,0,1,1,0,3014.76,0
44436100000000.0,16059,2,0,1,1,0,4106.15,0
36310600000000.0,16059,2,0,1,1,0,2209.4,0
28937100000000.0,16059,2,0,1,1,0,2325.73,0
44436100000000.0,16059,2,0,1,1,0,4308.42,0
42404700000000.0,16059,2,0,1,1,0,3587.78,0
32179800000000.0,16059,2,0,1,1,0,2591.55,0
39324700000000.0,16059,2,0,1,1,0,4274.99,0
37324000000000.0,16059,2,0,1,1,0,3106.15,0
36875000000000.0,16059,2,0,1,1,0,3748.36,0
38143700000000.0,16059,2,0,1,1,0,3129.35,0
38088100000000.0,16059,2,0,1,1,0,3944.45,0
38334900000000.0,16059,2,0,1,1,0,3139.8,0
25806300000000.0,16059,2,0,1,1,0,2774.71,0
44182200000000.0,16059,2,0,1,1,0,3723.26,0
40627300000000.0,16059,2,0,1,1,0,3439.18,0
33771400000000.0,16059,2,0,1,1,0,3155.7,0
25364600000000.0,16059,2,0,1,1,0,2624.42,0
44436100000000.0,16059,2,0,1,1,0,3717.22,0
44436100000000.0,16059,2,0,1,1,0,3717.54,0
31031400000000.0,16059,2,0,1,1,0,3081.18,0
31740100000000.0,16059,2,0,1,1,0,3011.98,0
42457500000000.0,16059,2,0,1,1,0,4939.97,0
31486100000000.0,16059,2,0,1,1,0,3747.5,0
30978300000000.0,16059,2,0,1,1,0,2932.31,0
26369100000000.0,16059,2,0,1,1,0,2078.58,0
35230100000000.0,16059,2,0,1,1,0,2883.42,0
44436100000000.0,16059,2,0,1,1,0,4438.4,0
18640900000000.0,16059,2,0,1,1,0,2192.02,0
44154900000000.0,16059,2,0,1,1,0,2541.42,0
43928300000000.0,16059,2,0,1,1,0,3986.94,0
37730800000000.0,16059,2,0,1,1,0,3134.76,0
22008200000000.0,16059,2,0,1,1,0,1875.77,0
31486100000000.0,16059,2,0,1,1,0,3857.56,0
37872600000000.0,16059,2,0,1,1,0,3200.82,0
32247900000000.0,16059,2,0,1,1,0,3746.76,0
35569600000000.0,16059,2,0,1,1,0,2092.05,0
26122600000000.0,16059,2,0,1,1,0,2824.79,0
26153800000000.0,16059,2,0,1,1,0,3194.68,0
31740100000000.0,16059,2,0,1,1,0,3142.97,0
31353800000000.0,16059,2,0,1,1,0,3389.45,0
14543800000000.0,16059,2,0,1,1,0,1524.51,0
28818500000000.0,16059,2,0,1,1,0,2468.27,0
44436100000000.0,16059,2,0,1,1,0,4018.05,0
36611000000000.0,16059,2,0,1,1,0,3411.33,0
31526800000000.0,16059,2,0,1,1,0,2614.19,0
20146700000000.0,16059,2,0,1,1,0,2321.41,0
22023900000000.0,16059,2,0,1,1,0,1852.6,0
23385200000000.0,16059,2,0,1,1,0,2004.8,0
34451200000000.0,16059,2,0,1,1,0,3039.37,0
29708700000000.0,16059,2,0,1,1,0,3474.66,0
30774500000000.0,16059,2,0,1,1,0,3637.32,0
43749100000000.0,16059,2,0,1,1,0,4304.24,0
27794600000000.0,16059,2,0,1,1,0,3765.78,0
27225600000000.0,16059,2,0,1,1,0,2749.41,0
44436100000000.0,16059,2,0,1,1,0,4328.18,0
38692700000000.0,16059,2,0,1,1,0,3109.86,0
31987400000000.0,16059,2,0,1,1,0,3463.09,0
25323300000000.0,16059,2,0,1,1,0,3159.68,0
26876000000000.0,16059,2,0,1,1,0,2132.77,0
44436100000000.0,16059,2,0,1,1,0,2507.53,0
23899000000000.0,16059,2,0,1,1,0,2634.84,0
23121200000000.0,16059,2,0,1,1,0,2295.67,0
27535500000000.0,16059,2,0,1,1,0,3020.96,0
20216000000000.0,16059,2,0,1,1,0,2007.06,0
24239400000000.0,16059,2,0,1,1,0,2227.06,0
44436100000000.0,16059,2,0,1,1,0,3865.42,0
40247600000000.0,16059,2,0,1,1,0,2304.74,0
44436100000000.0,16059,2,0,1,1,0,3387.65,0
29037100000000.0,16059,2,0,1,1,0,2755.61,0
40881200000000.0,16059,2,0,1,1,0,3456.45,0
27568200000000.0,16059,2,0,1,1,0,1854.47,0
27931300000000.0,16059,2,0,1,1,0,2951.69,0
28579800000000.0,16059,2,0,1,1,0,3314.5,0
38578800000000.0,16059,2,0,1,1,0,3310.82,0
44436100000000.0,16059,2,0,1,1,0,4495.04,0
44436100000000.0,16059,2,0,1,1,0,3670.19,0
41798000000000.0,16059,2,0,1,1,0,3394.96,0
30527600000000.0,16059,2,0,1,1,0,2914.85,0
36914100000000.0,16059,2,0,1,1,0,3203.12,0
29558400000000.0,16059,2,0,1,1,0,2694.6,0
44436100000000.0,16059,2,0,1,1,0,2539.38,0
44436100000000.0,16059,2,0,1,1,0,3723.78,0
40373400000000.0,16059,2,0,1,1,0,3544.81,0
44182200000000.0,16059,2,0,1,1,0,4706.55,0
38759600000000.0,16059,2,0,1,1,0,4056.4,0
44436100000000.0,16059,2,0,1,1,0,3791.8,0
42512500000000.0,16059,2,0,1,1,0,3600.5,0
24473100000000.0,16059,2,0,1,1,0,3011.4,0
42404700000000.0,16059,2,0,1,1,0,3492.32,0
44436100000000.0,16059,2,0,1,1,0,3746.82,0
38088100000000.0,16059,2,0,1,1,0,3188.87,0
29451300000000.0,16059,2,0,1,1,0,3311.05,0
37597200000000.0,16059,2,0,1,1,0,3413.51,0
38342000000000.0,16059,2,0,1,1,0,3450.85,0
39269700000000.0,16059,2,0,1,1,0,4066.16,0
26222400000000.0,16059,2,0,1,1,0,2978.0,0
31355300000000.0,16059,2,0,1,1,0,1750.37,0
31288800000000.0,16059,2,0,1,1,0,2021.46,0
27931300000000.0,16059,2,0,1,1,0,3254.95,0
28946900000000.0,16059,2,0,1,1,0,2916.33,0
44436100000000.0,16059,2,0,1,1,0,3714.31,0
21399000000000.0,16059,2,0,1,1,0,2043.15,0
34068700000000.0,16059,2,0,1,1,0,3039.78,0
16329100000000.0,16059,2,0,1,1,0,1649.28,0
33612700000000.0,16059,2,0,1,1,0,2954.85,0
29200900000000.0,16059,2,0,1,1,0,4899.71,1
22098000000000.0,16059,2,0,1,1,0,2147.21,0
29708700000000.0,16059,2,0,1,1,0,2909.59,0
44436100000000.0,16059,2,0,1,1,0,3682.61,0
29708700000000.0,16059,2,0,1,1,0,2909.96,0
39379700000000.0,16059,2,0,1,1,0,3302.42,0
44182200000000.0,16059,2,0,1,1,0,3839.95,0
28609000000000.0,16059,2,0,1,1,0,2658.62,0
43928300000000.0,16059,2,0,1,1,0,3649.33,0
18233300000000.0,16059,2,0,1,1,0,1628.62,0
31621800000000.0,16059,2,0,1,1,0,2674.72,0
43928300000000.0,16059,2,0,1,1,0,3685.56,0
36564600000000.0,16059,2,0,1,1,0,3062.55,0
35120200000000.0,16059,2,0,1,1,0,1992.24,0
41001000000000.0,16059,2,0,1,1,0,3380.87,0
24208000000000.0,16059,2,0,1,1,0,2009.32,0
38912500000000.0,16059,2,0,1,1,0,3141.49,0
35504900000000.0,16059,2,0,1,1,0,2908.41,0
40602800000000.0,16059,2,0,1,1,0,3126.18,0
28882100000000.0,16059,2,0,1,1,0,2322.87,0
34075900000000.0,16059,2,0,1,1,0,2698.05,0
40124900000000.0,16059,2,0,1,1,0,2280.5,0
38849800000000.0,16059,2,0,1,1,0,3369.69,0
35744500000000.0,16059,2,0,1,1,0,3206.68,0
44436100000000.0,16059,2,0,1,1,0,3502.54,0
32233900000000.0,16059,2,0,1,1,0,3484.12,0
44436100000000.0,16059,2,0,1,1,0,3689.19,0
23086000000000.0,16059,2,0,1,1,0,1495.1,0
40478900000000.0,16059,2,0,1,1,0,3285.08,0
21623000000000.0,16059,2,0,1,1,0,2095.85,0
38849800000000.0,16059,2,0,1,1,0,3153.58,0
33443900000000.0,16059,2,0,1,1,0,2763.5,0
44182200000000.0,16059,2,0,1,1,0,3668.17,0
28497400000000.0,16059,2,0,1,1,0,2393.5,0
44436100000000.0,16059,2,0,1,1,0,3650.1,0
26909000000000.0,16059,2,0,1,1,0,3148.79,0
35730300000000.0,16059,2,0,1,1,0,2947.41,0
32236800000000.0,16059,2,0,1,1,0,3027.65,0
44436100000000.0,16059,2,0,1,1,0,3646.84,0
18711900000000.0,16059,2,0,1,1,0,1180.98,0
32846400000000.0,16059,2,0,1,1,0,4103.64,0
31351400000000.0,16059,2,0,1,1,0,3596.41,0
34158400000000.0,16059,2,0,1,1,0,2317.85,0
26903500000000.0,16059,2,0,1,1,0,2241.07,0
35697300000000.0,16059,2,0,1,1,0,2945.3,0
37428600000000.0,16059,2,0,1,1,0,3782.18,0
41224600000000.0,16059,2,0,1,1,0,3696.56,0
43901100000000.0,16059,2,0,1,1,0,4376.31,0
28882100000000.0,16059,2,0,1,1,0,2933.39,0
20715600000000.0,16059,2,0,1,1,0,2460.24,0
31740100000000.0,16059,2,0,1,1,0,2022.62,0
31470000000000.0,16059,2,0,1,1,0,2669.89,0
31416100000000.0,16059,2,0,1,1,0,2898.43,0
41495700000000.0,16059,2,0,1,1,0,3413.24,0
32771900000000.0,16059,2,0,1,1,0,3030.73,0
28209200000000.0,16059,2,0,1,1,0,2697.08,0
29708700000000.0,16059,2,0,1,1,0,2886.03,0
21383000000000.0,16059,2,0,1,1,0,2313.15,0
30978300000000.0,16059,2,0,1,1,0,2787.16,0
40478900000000.0,16059,2,0,1,1,0,3790.87,0
32667300000000.0,16059,2,0,1,1,0,2946.43,0
44436100000000.0,16059,2,0,1,1,0,4220.77,0
38061700000000.0,16059,2,0,1,1,0,6670.23,1
33827500000000.0,16059,2,0,1,1,0,2803.92,0
37291100000000.0,16059,2,0,1,1,0,3408.32,0
32466700000000.0,16059,2,0,1,1,0,2716.94,0
25006400000000.0,16059,2,0,1,1,0,1994.69,0
25832100000000.0,16059,2,0,1,1,0,2163.01,0
26216500000000.0,16059,2,0,1,1,0,2590.19,0
33517500000000.0,16059,2,0,1,1,0,2175.82,0
39050100000000.0,16059,2,0,1,1,0,4184.47,0
43804000000000.0,16059,2,0,1,1,0,4626.1,0
22394900000000.0,16059,2,0,1,1,0,2641.37,0
39901800000000.0,16059,2,0,1,1,0,4309.23,0
41358300000000.0,16059,2,0,1,1,0,2371.28,0
44436100000000.0,16059,2,0,1,1,0,3780.23,0
25521500000000.0,16059,2,0,1,1,0,2686.77,0
18636500000000.0,16059,2,0,1,1,0,2226.23,0
44436100000000.0,16059,2,0,1,1,0,2565.23,0
42150800000000.0,16059,2,0,1,1,0,4405.41,0
26759500000000.0,16059,2,0,1,1,0,2498.27,0
29454800000000.0,16059,2,0,1,1,0,2746.09,0
28185200000000.0,16059,2,0,1,1,0,2843.69,0
26697900000000.0,16059,2,0,1,1,0,3362.2,0
43556700000000.0,16059,2,0,1,1,0,4355.21,0
43639200000000.0,16059,2,0,1,1,0,3650.9,0
38126200000000.0,16059,2,0,1,1,0,4121.64,0
39627000000000.0,16059,2,0,1,1,0,4120.78,0
29976800000000.0,16059,2,0,1,1,0,3612.73,0
35041000000000.0,16059,2,0,1,1,0,3953.32,0
32646900000000.0,16059,2,0,1,1,0,3149.79,0
38849800000000.0,16059,2,0,1,1,0,4006.84,0
25573000000000.0,16059,2,0,1,1,0,2758.24,0
25414000000000.0,16059,2,0,1,1,0,2372.78,0
44408600000000.0,16059,2,0,1,1,0,2576.24,0
33663700000000.0,16059,2,0,1,1,0,3467.28,0
42150800000000.0,16059,2,0,1,1,0,4300.47,0
19487000000000.0,16059,2,0,1,1,0,1850.74,0
31123400000000.0,16059,2,0,1,1,0,3089.17,0
28185200000000.0,16059,2,0,1,1,0,2928.4,0
34787100000000.0,16059,2,0,1,1,0,3652.61,0
44436100000000.0,16059,2,0,1,1,0,4567.0,0
32014900000000.0,16059,2,0,1,1,0,2492.49,0
39824100000000.0,16059,2,0,1,1,0,2306.09,0
44182200000000.0,16059,2,0,1,1,0,4225.43,0
44436100000000.0,16059,2,0,1,1,0,3561.13,0
43089600000000.0,16059,2,0,1,1,0,4542.6,0
16106600000000.0,16059,2,0,1,1,0,1088.38,0
44436100000000.0,16059,2,0,1,1,0,4542.45,0
31272900000000.0,16059,2,0,1,1,0,3329.18,0
24791600000000.0,16059,2,0,1,1,0,2915.88,0
44436100000000.0,16059,2,0,1,1,0,4237.02,0
43928300000000.0,16059,2,0,1,1,0,2561.51,0
21943600000000.0,16059,2,0,1,1,0,2542.05,0
27900300000000.0,16059,2,0,1,1,0,2401.95,0
19733300000000.0,16059,2,0,1,1,0,2661.14,0
44436100000000.0,16059,2,0,1,1,0,4332.52,0
41578100000000.0,16059,2,0,1,1,0,4239.49,0
22469800000000.0,16059,2,0,1,1,0,1478.92,0
39834800000000.0,16059,2,0,1,1,0,4326.22,0
41896900000000.0,16059,2,0,1,1,0,4531.23,0
39764400000000.0,16059,2,0,1,1,0,4391.62,0
39489600000000.0,16059,2,0,1,1,0,3913.33,0
31994000000000.0,16059,2,0,1,1,0,4231.91,0
44182200000000.0,16059,2,0,1,1,0,4860.21,0
38849800000000.0,16059,2,0,1,1,0,3356.9,0
44436100000000.0,16059,2,0,1,1,0,3543.38,0
44436100000000.0,16059,2,0,1,1,0,2567.02,0
44243700000000.0,16059,2,0,1,1,0,2487.9,0
32268200000000.0,16059,2,0,1,1,0,3337.61,0
24379500000000.0,16059,2,0,1,1,0,2634.25,0
30008800000000.0,16059,2,0,1,1,0,2931.2,0
25438200000000.0,16059,2,0,1,1,0,1402.73,0
22424200000000.0,16059,2,0,1,1,0,3032.37,0
44436100000000.0,16059,2,0,1,1,0,3702.44,0
23531200000000.0,16059,2,0,1,1,0,2560.06,0
40175700000000.0,16059,2,0,1,1,0,2329.63,0
27049700000000.0,16059,2,0,1,1,0,1816.71,0
42150800000000.0,16059,2,0,1,1,0,4246.93,0
30978300000000.0,16059,2,0,1,1,0,3038.7,0
19399100000000.0,16059,2,0,1,1,0,1277.56,0
27169500000000.0,16059,2,0,1,1,0,3582.26,0
33667600000000.0,16059,2,0,1,1,0,3935.85,0
42020500000000.0,16059,2,0,1,1,0,4590.5,0
36164400000000.0,16059,2,0,1,1,0,2941.53,0
41962800000000.0,16059,2,0,1,1,0,2412.02,0
28882100000000.0,16059,2,0,1,1,0,2298.56,0
44436100000000.0,16059,2,0,1,1,0,2554.86,0
20496000000000.0,16059,2,0,1,1,0,1717.57,0
44436100000000.0,16059,2,0,1,1,0,4366.7,0
44436100000000.0,16059,2,0,1,1,0,4745.45,0
31021200000000.0,16059,2,0,1,1,0,3183.05,0
31905000000000.0,16059,2,0,1,1,0,3226.68,0
44436100000000.0,16059,2,0,1,1,0,2551.28,0
40627300000000.0,16059,2,0,1,1,0,3404.65,0
29155800000000.0,16059,2,0,1,1,0,2726.76,0
40753700000000.0,16059,2,0,1,1,0,2313.26,0
41001000000000.0,16059,2,0,1,1,0,4303.51,0
25691800000000.0,16059,2,0,1,1,0,2047.41,0
39103800000000.0,16059,2,0,1,1,0,4213.85,0
34846000000000.0,16059,2,0,1,1,0,3908.82,0
34075900000000.0,16059,2,0,1,1,0,3474.2,0
32247900000000.0,16059,2,0,1,1,0,3670.9,0
34405700000000.0,16059,2,0,1,1,0,3466.79,0
44436100000000.0,16059,2,0,1,1,0,2559.65,0
40643800000000.0,16059,2,0,1,1,0,2315.97,0
44436100000000.0,16059,2,0,1,1,0,4726.13,0
38595900000000.0,16059,2,0,1,1,0,4056.69,0
20502100000000.0,16059,2,0,1,1,0,1244.25,0
43335100000000.0,16059,2,0,1,1,0,4220.48,0
44436100000000.0,16059,2,0,1,1,0,4779.43,0
44436100000000.0,16059,2,0,1,1,0,3706.66,0
40876000000000.0,16059,2,0,1,1,0,4291.01,0
44436100000000.0,16059,2,0,1,1,0,2579.26,0
44436100000000.0,16059,2,0,1,1,0,4645.72,0
26801900000000.0,16059,2,0,1,1,0,3146.94,0
27931300000000.0,16059,2,0,1,1,0,3312.84,0
36831700000000.0,16059,2,0,1,1,0,3826.96,0
36564600000000.0,16059,2,0,1,1,0,3327.51,0
44436100000000.0,16059,2,0,1,1,0,3652.99,0
44436100000000.0,16059,2,0,1,1,0,4910.51,0
39103800000000.0,16059,2,0,1,1,0,2317.14,0
43556700000000.0,16059,2,0,1,1,0,4527.72,0
36543400000000.0,16059,2,0,1,1,0,3870.82,0
32755800000000.0,16059,2,0,1,1,0,3608.47,0
38500300000000.0,16059,2,0,1,1,0,3090.28,0
27066300000000.0,16059,2,0,1,1,0,3032.75,0
44436100000000.0,16059,2,0,1,1,0,4545.44,0
27864400000000.0,16059,2,0,1,1,0,2359.91,0
28961100000000.0,16059,2,0,1,1,0,1780.33,0
44436100000000.0,16059,2,0,1,1,0,2520.11,0
32111600000000.0,16059,2,0,1,1,0,2013.82,0
40149100000000.0,16059,2,0,1,1,0,3904.98,0
44436100000000.0,16059,2,0,1,1,0,2551.21,0
26866300000000.0,16059,2,0,1,1,0,1675.54,0
16585900000000.0,16059,2,0,1,1,0,1107.35,0
32289700000000.0,16059,2,0,1,1,0,2652.73,0
24009200000000.0,16059,2,0,1,1,0,2800.06,0
33581600000000.0,16059,2,0,1,1,0,2066.64,0
39103800000000.0,16059,2,0,1,1,0,4165.56,0
32008600000000.0,16059,2,0,1,1,0,2062.5,0
44436100000000.0,16059,2,0,1,1,0,3678.0,0
33828400000000.0,16059,2,0,1,1,0,2802.1,0
25415600000000.0,16059,2,0,1,1,0,2829.42,0
33771400000000.0,16059,2,0,1,1,0,3800.07,0
23497300000000.0,16059,2,0,1,1,0,1635.58,0
34852000000000.0,16059,2,0,1,1,0,2944.22,0
32200300000000.0,16059,2,0,1,1,0,2831.01,0
32537000000000.0,16059,2,0,1,1,0,2000.52,0
28107500000000.0,16059,2,0,1,1,0,3200.88,0
21000200000000.0,16059,2,0,1,1,0,2708.99,0
23875100000000.0,16059,2,0,1,1,0,1426.31,0
30493100000000.0,16059,2,0,1,1,0,3018.67,0
28115000000000.0,16059,2,0,1,1,0,3242.07,0
32921700000000.0,16059,2,0,1,1,0,2891.87,0
31994000000000.0,16059,2,0,1,1,0,3814.61,0
26481200000000.0,16059,2,0,1,1,0,2293.5,0
44436100000000.0,16059,2,0,1,1,0,4158.09,0
44436100000000.0,16059,2,0,1,1,0,4333.26,0
29708700000000.0,16059,2,0,1,1,0,3684.03,0
