number_of_cells,number_of_timestep,nodes_number,gathers,wave_front_tracking,hilbert_filter,isotropic_kernel,exec_time,over
44436100000000.0,16059,2,0,1,1,0,4201.94,0
40286500000000.0,16059,2,0,1,1,0,3240.96,0
44436100000000.0,16059,2,0,1,1,0,3654.4,0
36564600000000.0,16059,2,0,1,1,0,3212.31,0
27169500000000.0,16059,2,0,1,1,0,2747.03,0
44436100000000.0,16059,2,0,1,1,0,3605.53,0
44436100000000.0,16059,2,0,1,1,0,3749.07,0
40881200000000.0,16059,2,0,1,1,0,3522.61,0
29096900000000.0,16059,2,0,1,1,0,2760.28,0
33498800000000.0,16059,2,0,1,1,0,2900.38,0
30978300000000.0,16059,2,0,1,1,0,3145.92,0
18667500000000.0,16059,2,0,1,1,0,2030.9,0
21386500000000.0,16059,2,0,1,1,0,2277.05,0
40899600000000.0,16059,2,0,1,1,0,4347.68,0
28386000000000.0,16059,2,0,1,1,0,3216.27,0
33801100000000.0,16059,2,0,1,1,0,2926.3,0
44436100000000.0,16059,2,0,1,1,0,3860.03,0
20331200000000.0,16059,2,0,1,1,0,1794.59,0
34433200000000.0,16059,2,0,1,1,0,3544.22,0
40400900000000.0,16059,2,0,1,1,0,3448.94,0
42150800000000.0,16059,2,0,1,1,0,3549.96,0
40973500000000.0,16059,2,0,1,1,0,3755.52,0
28946900000000.0,16059,2,0,1,1,0,3252.82,0
22361300000000.0,16059,2,0,1,1,0,2787.13,0
38849800000000.0,16059,2,0,1,1,0,4224.67,0
44436100000000.0,16059,2,0,1,1,0,4763.54,0
31905000000000.0,16059,2,0,1,1,0,3436.07,0
38500300000000.0,16059,2,0,1,1,0,3127.53,0
42150800000000.0,16059,2,0,1,1,0,4541.37,0
44436100000000.0,16059,2,0,1,1,0,3813.08,0
44436100000000.0,16059,2,0,1,1,0,3631.81,0
40891100000000.0,16059,2,0,1,1,0,3407.49,0
33938500000000.0,16059,2,0,1,1,0,2780.53,0
44436100000000.0,16059,2,0,1,1,0,2674.63,0
15701600000000.0,16059,2,0,1,1,0,1646.61,0
44436100000000.0,16059,2,0,1,1,0,2555.58,0
38595900000000.0,16059,2,0,1,1,0,3349.08,0
24221400000000.0,16059,2,0,1,1,0,3063.57,0
44436100000000.0,16059,2,0,1,1,0,4483.63,0
31994000000000.0,16059,2,0,1,1,0,2993.15,0
38849800000000.0,16059,2,0,1,1,0,4111.51,0
26802200000000.0,16059,2,0,1,1,0,3050.83,0
42265100000000.0,16059,2,0,1,1,0,4644.64,0
38849800000000.0,16059,2,0,1,1,0,3978.48,0
30169900000000.0,16059,2,0,1,1,0,3158.77,0
31341100000000.0,16059,2,0,1,1,0,2741.4,0
21148000000000.0,16059,2,0,1,1,0,2049.33,0
32755800000000.0,16059,2,0,1,1,0,3115.06,0
44436100000000.0,16059,2,0,1,1,0,3638.66,0
37559500000000.0,16059,2,0,1,1,0,3286.44,0
16437000000000.0,16059,2,0,1,1,0,1634.77,0
28059900000000.0,16059,2,0,1,1,0,2630.87,0
31245400000000.0,16059,2,0,1,1,0,2433.39,0
26153800000000.0,16059,2,0,1,1,0,1806.23,0
26076100000000.0,16059,2,0,1,1,0,2257.82,0
27892800000000.0,16059,2,0,1,1,0,2312.28,0
38849800000000.0,16059,2,0,1,1,0,3522.54,0
38528600000000.0,16059,2,0,1,1,0,3219.11,0
30348300000000.0,16059,2,0,1,1,0,2565.3,0
40423900000000.0,16059,2,0,1,1,0,3961.97,0
44436100000000.0,16059,2,0,1,1,0,3689.82,0
44436100000000.0,16059,2,0,1,1,0,3736.25,0
44436100000000.0,16059,2,0,1,1,0,4556.44,0
33571100000000.0,16059,2,0,1,1,0,3054.66,0
26407700000000.0,16059,2,0,1,1,0,2703.03,0
26683600000000.0,16059,2,0,1,1,0,2372.18,0
38857500000000.0,16059,2,0,1,1,0,3712.42,0
19245000000000.0,16059,2,0,1,1,0,1242.96,0
42952100000000.0,16059,2,0,1,1,0,3567.77,0
24319800000000.0,16059,2,0,1,1,0,2924.74,0
36585300000000.0,16059,2,0,1,1,0,2929.55,0
31629400000000.0,16059,2,0,1,1,0,3391.26,0
41896900000000.0,16059,2,0,1,1,0,4778.24,0
42105600000000.0,16059,2,0,1,1,0,4260.25,0
28524800000000.0,16059,2,0,1,1,0,2795.09,0
42430000000000.0,16059,2,0,1,1,0,3500.98,0
40918600000000.0,16059,2,0,1,1,0,4379.23,0
31382800000000.0,16059,2,0,1,1,0,1765.49,0
37986300000000.0,16059,2,0,1,1,0,3216.64,0
38595900000000.0,16059,2,0,1,1,0,4077.12,0
34823400000000.0,16059,2,0,1,1,0,3292.49,0
21643100000000.0,16059,2,0,1,1,0,2109.72,0
34130900000000.0,16059,2,0,1,1,0,2814.14,0
38802600000000.0,16059,2,0,1,1,0,2208.42,0
38062200000000.0,16059,2,0,1,1,0,3164.7,0
29708700000000.0,16059,2,0,1,1,0,3545.18,0
29200900000000.0,16059,2,0,1,1,0,1917.06,0
27249400000000.0,16059,2,0,1,1,0,3484.97,0
32942600000000.0,16059,2,0,1,1,0,3448.8,0
23287200000000.0,16059,2,0,1,1,0,2005.74,0
30724400000000.0,16059,2,0,1,1,0,2986.01,0
39103800000000.0,16059,2,0,1,1,0,4387.51,0
28971100000000.0,16059,2,0,1,1,0,1703.24,0
43062100000000.0,16059,2,0,1,1,0,3385.1,0
43391800000000.0,16059,2,0,1,1,0,4634.18,0
28442400000000.0,16059,2,0,1,1,0,2991.26,0
35963400000000.0,16059,2,0,1,1,0,2079.68,0
25419500000000.0,16059,2,0,1,1,0,2486.96,0
23523100000000.0,16059,2,0,1,1,0,2288.23,0
36461200000000.0,16059,2,0,1,1,0,3063.32,0
26244000000000.0,16059,2,0,1,1,0,2099.79,0
38342000000000.0,16059,2,0,1,1,0,3903.08,0
32049900000000.0,16059,2,0,1,1,0,3776.8,0
43928300000000.0,16059,2,0,1,1,0,3518.28,0
44436100000000.0,16059,2,0,1,1,0,2534.69,0
44436100000000.0,16059,2,0,1,1,0,4632.9,0
36044500000000.0,16059,2,0,1,1,0,4012.95,0
38595900000000.0,16059,2,0,1,1,0,3212.41,0
41754900000000.0,16059,2,0,1,1,0,4341.18,0
33966000000000.0,16059,2,0,1,1,0,3674.49,0
29200900000000.0,16059,2,0,1,1,0,2907.24,0
33771400000000.0,16059,2,0,1,1,0,3170.21,0
43227000000000.0,16059,2,0,1,1,0,4422.26,0
43309400000000.0,16059,2,0,1,1,0,4459.96,0
38555300000000.0,16059,2,0,1,1,0,4366.02,0
29200900000000.0,16059,2,0,1,1,0,3111.86,0
25502000000000.0,16059,2,0,1,1,0,2626.23,0
28743100000000.0,16059,2,0,1,1,0,3555.71,0
44436100000000.0,16059,2,0,1,1,0,3653.92,0
44436100000000.0,16059,2,0,1,1,0,3618.62,0
31740100000000.0,16059,2,0,1,1,0,3715.39,0
31069700000000.0,16059,2,0,1,1,0,3696.45,0
36329300000000.0,16059,2,0,1,1,0,2919.66,0
24506400000000.0,16059,2,0,1,1,0,3316.02,0
27423400000000.0,16059,2,0,1,1,0,2902.12,0
44436100000000.0,16059,2,0,1,1,0,2528.3,0
29294300000000.0,16059,2,0,1,1,0,2320.02,0
26153800000000.0,16059,2,0,1,1,0,2919.02,0
43928300000000.0,16059,2,0,1,1,0,3422.67,0
20980100000000.0,16059,2,0,1,1,0,2365.57,0
42404700000000.0,16059,2,0,1,1,0,3568.53,0
44182200000000.0,16059,2,0,1,1,0,3605.52,0
26569800000000.0,16059,2,0,1,1,0,2339.7,0
29413300000000.0,16059,2,0,1,1,0,2468.55,0
37215300000000.0,16059,2,0,1,1,0,2197.11,0
19943000000000.0,16059,2,0,1,1,0,1870.65,0
40039200000000.0,16059,2,0,1,1,0,3960.68,0
38793800000000.0,16059,2,0,1,1,0,2208.14,0
29541600000000.0,16059,2,0,1,1,0,2415.34,0
27169500000000.0,16059,2,0,1,1,0,1888.59,0
44436100000000.0,16059,2,0,1,1,0,4858.27,0
43144500000000.0,16059,2,0,1,1,0,4461.4,0
44436100000000.0,16059,2,0,1,1,0,3717.18,0
34460600000000.0,16059,2,0,1,1,0,2995.77,0
42150800000000.0,16059,2,0,1,1,0,4559.53,0
30764000000000.0,16059,2,0,1,1,0,3212.31,0
33608700000000.0,16059,2,0,1,1,0,3588.48,0
30778300000000.0,16059,2,0,1,1,0,2494.42,0
38775100000000.0,16059,2,0,1,1,0,3181.51,0
34279300000000.0,16059,2,0,1,1,0,3089.04,0
31740100000000.0,16059,2,0,1,1,0,2751.06,0
44436100000000.0,16059,2,0,1,1,0,4848.83,0
44436100000000.0,16059,2,0,1,1,0,3679.1,0
44436100000000.0,16059,2,0,1,1,0,4345.5,0
30978300000000.0,16059,2,0,1,1,0,3694.26,0
31767600000000.0,16059,2,0,1,1,0,3196.88,0
30951300000000.0,16059,2,0,1,1,0,2866.72,0
44436100000000.0,16059,2,0,1,1,0,4464.99,0
37556500000000.0,16059,2,0,1,1,0,4137.71,0
29460000000000.0,16059,2,0,1,1,0,2505.55,0
43501800000000.0,16059,2,0,1,1,0,4708.01,0
24758100000000.0,16059,2,0,1,1,0,2891.18,0
44182200000000.0,16059,2,0,1,1,0,4446.05,0
31108000000000.0,16059,2,0,1,1,0,3040.85,0
44436100000000.0,16059,2,0,1,1,0,3674.54,0
31963200000000.0,16059,2,0,1,1,0,3472.48,0
32852500000000.0,16059,2,0,1,1,0,3296.3,0
33291700000000.0,16059,2,0,1,1,0,3035.04,0
18985800000000.0,16059,2,0,1,1,0,1194.07,0
44436100000000.0,16059,2,0,1,1,0,4150.4,0
44436100000000.0,16059,2,0,1,1,0,3845.57,0
20103100000000.0,16059,2,0,1,1,0,1802.37,0
38967500000000.0,16059,2,0,1,1,0,2255.36,0
44182200000000.0,16059,2,0,1,1,0,3678.51,0
33263600000000.0,16059,2,0,1,1,0,3124.99,0
33024900000000.0,16059,2,0,1,1,0,3021.5,0
42150800000000.0,16059,2,0,1,1,0,3576.12,0
42237700000000.0,16059,2,0,1,1,0,2541.06,0
44436100000000.0,16059,2,0,1,1,0,2575.69,0
38849800000000.0,16059,2,0,1,1,0,2396.31,0
26863300000000.0,16059,2,0,1,1,0,2865.46,0
24285300000000.0,16059,2,0,1,1,0,5061.24,1
44436100000000.0,16059,2,0,1,1,0,3785.21,0
26098700000000.0,16059,2,0,1,1,0,1747.76,0
43281900000000.0,16059,2,0,1,1,0,3692.28,0
36310600000000.0,16059,2,0,1,1,0,3285.45,0
27169500000000.0,16059,2,0,1,1,0,2843.25,0
44436100000000.0,16059,2,0,1,1,0,3670.76,0
44436100000000.0,16059,2,0,1,1,0,3717.21,0
44436100000000.0,16059,2,0,1,1,0,3649.36,0
31740100000000.0,16059,2,0,1,1,0,2746.62,0
41330800000000.0,16059,2,0,1,1,0,3374.57,0
31740100000000.0,16059,2,0,1,1,0,3025.04,0
22464700000000.0,16059,2,0,1,1,0,2250.15,0
36231700000000.0,16059,2,0,1,1,0,2168.55,0
18191700000000.0,16059,2,0,1,1,0,1872.82,0
44106300000000.0,16059,2,0,1,1,0,3654.64,0
37566000000000.0,16059,2,0,1,1,0,3089.37,0
23999200000000.0,16059,2,0,1,1,0,2004.51,0
41539300000000.0,16059,2,0,1,1,0,2402.91,0
42150800000000.0,16059,2,0,1,1,0,3471.43,0
39599500000000.0,16059,2,0,1,1,0,3338.22,0
39461300000000.0,16059,2,0,1,1,0,3309.21,0
29200900000000.0,16059,2,0,1,1,0,3825.76,0
40973500000000.0,16059,2,0,1,1,0,3828.38,0
40881200000000.0,16059,2,0,1,1,0,3482.33,0
44051400000000.0,16059,2,0,1,1,0,3620.87,0
44298700000000.0,16059,2,0,1,1,0,3633.11,0
33517500000000.0,16059,2,0,1,1,0,3155.05,0
44436100000000.0,16059,2,0,1,1,0,3648.26,0
38007100000000.0,16059,2,0,1,1,0,3158.06,0
39077400000000.0,16059,2,0,1,1,0,3178.94,0
41880400000000.0,16059,2,0,1,1,0,3524.15,0
30283600000000.0,16059,2,0,1,1,0,2798.96,0
34852600000000.0,16059,2,0,1,1,0,3569.74,0
25914200000000.0,16059,2,0,1,1,0,2060.75,0
44436100000000.0,16059,2,0,1,1,0,3753.42,0
32234700000000.0,16059,2,0,1,1,0,2653.64,0
30978300000000.0,16059,2,0,1,1,0,3615.75,0
44436100000000.0,16059,2,0,1,1,0,3501.33,0
38720100000000.0,16059,2,0,1,1,0,4035.18,0
38143000000000.0,16059,2,0,1,1,0,3196.99,0
38595900000000.0,16059,2,0,1,1,0,3451.48,0
24945900000000.0,16059,2,0,1,1,0,2198.69,0
25447000000000.0,16059,2,0,1,1,0,1393.77,0
44182200000000.0,16059,2,0,1,1,0,3502.74,0
32288300000000.0,16059,2,0,1,1,0,2883.78,0
34787100000000.0,16059,2,0,1,1,0,3130.35,0
37672600000000.0,16059,2,0,1,1,0,2303.91,0
44436100000000.0,16059,2,0,1,1,0,3610.66,0
20728100000000.0,16059,2,0,1,1,0,2611.77,0
31994000000000.0,16059,2,0,1,1,0,2936.28,0
38407500000000.0,16059,2,0,1,1,0,2919.72,0
29816400000000.0,16059,2,0,1,1,0,2815.58,0
44436100000000.0,16059,2,0,1,1,0,4058.56,0
44436100000000.0,16059,2,0,1,1,0,3813.47,0
21976600000000.0,16059,2,0,1,1,0,2024.79,0
19621100000000.0,16059,2,0,1,1,0,2089.81,0
36659100000000.0,16059,2,0,1,1,0,2101.03,0
20982000000000.0,16059,2,0,1,1,0,2123.93,0
41473100000000.0,16059,2,0,1,1,0,3738.98,0
38826800000000.0,16059,2,0,1,1,0,3783.45,0
38849800000000.0,16059,2,0,1,1,0,4072.35,0
43172000000000.0,16059,2,0,1,1,0,3585.09,0
42150800000000.0,16059,2,0,1,1,0,4572.4,0
21313600000000.0,16059,2,0,1,1,0,1888.53,0
29200900000000.0,16059,2,0,1,1,0,3599.26,0
35636200000000.0,16059,2,0,1,1,0,3769.04,0
25969300000000.0,16059,2,0,1,1,0,2615.35,0
41303300000000.0,16059,2,0,1,1,0,4195.32,0
30210400000000.0,16059,2,0,1,1,0,2925.86,0
41871000000000.0,16059,2,0,1,1,0,4005.13,0
42265100000000.0,16059,2,0,1,1,0,7982.32,1
44188800000000.0,16059,2,0,1,1,0,4067.54,0
31392900000000.0,16059,2,0,1,1,0,1942.6,0
43928300000000.0,16059,2,0,1,1,0,4242.33,0
26153800000000.0,16059,2,0,1,1,0,3232.75,0
24804900000000.0,16059,2,0,1,1,0,2173.98,0
44436100000000.0,16059,2,0,1,1,0,2667.43,0
33771400000000.0,16059,2,0,1,1,0,3192.33,0
44436100000000.0,16059,2,0,1,1,0,2517.8,0
29200900000000.0,16059,2,0,1,1,0,2694.06,0
33602300000000.0,16059,2,0,1,1,0,2687.91,0
28305000000000.0,16059,2,0,1,1,0,1605.13,0
36310600000000.0,16059,2,0,1,1,0,3236.88,0
27813500000000.0,16059,2,0,1,1,0,3116.58,0
31232200000000.0,16059,2,0,1,1,0,3530.03,0
36310600000000.0,16059,2,0,1,1,0,3497.43,0
30860700000000.0,16059,2,0,1,1,0,3366.19,0
43391800000000.0,16059,2,0,1,1,0,4374.65,0
44436100000000.0,16059,2,0,1,1,0,4690.34,0
31494500000000.0,16059,2,0,1,1,0,3804.7,0
39407200000000.0,16059,2,0,1,1,0,4100.32,0
28522000000000.0,16059,2,0,1,1,0,2629.59,0
19750800000000.0,16059,2,0,1,1,0,1809.66,0
43117000000000.0,16059,2,0,1,1,0,5212.33,1
30356000000000.0,16059,2,0,1,1,0,3188.52,0
29294300000000.0,16059,2,0,1,1,0,2459.83,0
36659100000000.0,16059,2,0,1,1,0,3153.26,0
36274400000000.0,16059,2,0,1,1,0,3020.97,0
34295100000000.0,16059,2,0,1,1,0,3437.71,0
34279300000000.0,16059,2,0,1,1,0,3906.52,0
41275800000000.0,16059,2,0,1,1,0,4532.38,0
23064800000000.0,16059,2,0,1,1,0,2843.77,0
28658200000000.0,16059,2,0,1,1,0,3432.79,0
38849800000000.0,16059,2,0,1,1,0,4123.73,0
24120100000000.0,16059,2,0,1,1,0,5024.03,1
32755800000000.0,16059,2,0,1,1,0,3552.5,0
38057500000000.0,16059,2,0,1,1,0,2298.09,0
28771700000000.0,16059,2,0,1,1,0,1945.95,0
36564600000000.0,16059,2,0,1,1,0,4115.15,0
34785700000000.0,16059,2,0,1,1,0,3971.3,0
30978300000000.0,16059,2,0,1,1,0,3574.16,0
39242300000000.0,16059,2,0,1,1,0,5110.66,1
41413200000000.0,16059,2,0,1,1,0,3719.6,0
38849800000000.0,16059,2,0,1,1,0,4376.79,0
44436100000000.0,16059,2,0,1,1,0,4370.79,0
18429600000000.0,16059,2,0,1,1,0,1289.04,0
44436100000000.0,16059,2,0,1,1,0,4368.93,0
44436100000000.0,16059,2,0,1,1,0,2990.93,0
37312200000000.0,16059,2,0,1,1,0,4126.26,0
27169500000000.0,16059,2,0,1,1,0,3622.04,0
44436100000000.0,16059,2,0,1,1,0,4874.99,0
35173900000000.0,16059,2,0,1,1,0,3868.55,0
33371900000000.0,16059,2,0,1,1,0,2506.9,0
33077000000000.0,16059,2,0,1,1,0,3718.86,0
31217900000000.0,16059,2,0,1,1,0,3135.87,0
26051600000000.0,16059,2,0,1,1,0,2752.24,0
31994000000000.0,16059,2,0,1,1,0,3668.53,0
26985900000000.0,16059,2,0,1,1,0,2942.76,0
43936300000000.0,16059,2,0,1,1,0,4680.51,0
34072200000000.0,16059,2,0,1,1,0,3824.32,0
26408800000000.0,16059,2,0,1,1,0,2795.36,0
36351200000000.0,16059,2,0,1,1,0,2944.67,0
44436100000000.0,16059,2,0,1,1,0,7229.78,1
43928300000000.0,16059,2,0,1,1,0,4806.67,0
44436100000000.0,16059,2,0,1,1,0,4677.17,0
43941400000000.0,16059,2,0,1,1,0,4553.49,0
44436100000000.0,16059,2,0,1,1,0,4708.75,0
44436100000000.0,16059,2,0,1,1,0,4866.9,0
24355600000000.0,16059,2,0,1,1,0,2895.61,0
32247900000000.0,16059,2,0,1,1,0,3904.89,0
40176600000000.0,16059,2,0,1,1,0,4163.78,0
33907900000000.0,16059,2,0,1,1,0,2938.7,0
31182800000000.0,16059,2,0,1,1,0,3780.74,0
36824000000000.0,16059,2,0,1,1,0,3075.32,0
30988700000000.0,16059,2,0,1,1,0,3368.15,0
36988900000000.0,16059,2,0,1,1,0,3840.7,0
19349500000000.0,16059,2,0,1,1,0,2636.35,0
21464100000000.0,16059,2,0,1,1,0,2206.84,0
24586500000000.0,16059,2,0,1,1,0,2585.52,0
36640900000000.0,16059,2,0,1,1,0,3082.77,0
25899900000000.0,16059,2,0,1,1,0,2703.79,0
27423400000000.0,16059,2,0,1,1,0,2760.52,0
34183600000000.0,16059,2,0,1,1,0,3060.87,0
40679100000000.0,16059,2,0,1,1,0,3237.93,0
37043800000000.0,16059,2,0,1,1,0,3039.7,0
30833200000000.0,16059,2,0,1,1,0,2508.04,0
34334600000000.0,16059,2,0,1,1,0,3083.11,0
28239400000000.0,16059,2,0,1,1,0,2616.37,0
31144100000000.0,16059,2,0,1,1,0,1832.18,0
22011800000000.0,16059,2,0,1,1,0,2298.43,0
38253000000000.0,16059,2,0,1,1,0,2160.04,0
44436100000000.0,16059,2,0,1,1,0,2508.27,0
33004200000000.0,16059,2,0,1,1,0,2705.2,0
44436100000000.0,16059,2,0,1,1,0,3567.41,0
42150800000000.0,16059,2,0,1,1,0,3585.44,0
27300500000000.0,16059,2,0,1,1,0,2439.78,0
21463100000000.0,16059,2,0,1,1,0,1958.96,0
33771400000000.0,16059,2,0,1,1,0,3187.1,0
44436100000000.0,16059,2,0,1,1,0,3784.35,0
44436100000000.0,16059,2,0,1,1,0,3827.67,0
26189000000000.0,16059,2,0,1,1,0,2163.03,0
35026900000000.0,16059,2,0,1,1,0,2118.76,0
39269700000000.0,16059,2,0,1,1,0,3223.55,0
32289700000000.0,16059,2,0,1,1,0,2655.52,0
33263600000000.0,16059,2,0,1,1,0,2096.55,0
41358300000000.0,16059,2,0,1,1,0,3404.5,0
28112600000000.0,16059,2,0,1,1,0,2300.92,0
26821000000000.0,16059,2,0,1,1,0,2040.73,0
16524200000000.0,16059,2,0,1,1,0,1676.17,0
37891500000000.0,16059,2,0,1,1,0,3130.12,0
28185200000000.0,16059,2,0,1,1,0,2624.89,0
36564600000000.0,16059,2,0,1,1,0,3446.08,0
28469900000000.0,16059,2,0,1,1,0,2418.5,0
27892800000000.0,16059,2,0,1,1,0,2879.92,0
30978300000000.0,16059,2,0,1,1,0,2972.67,0
44436100000000.0,16059,2,0,1,1,0,5215.05,0
31232200000000.0,16059,2,0,1,1,0,3045.82,0
35532400000000.0,16059,2,0,1,1,0,2908.98,0
31399800000000.0,16059,2,0,1,1,0,3615.71,0
37264100000000.0,16059,2,0,1,1,0,3251.95,0
27398100000000.0,16059,2,0,1,1,0,2237.15,0
30311100000000.0,16059,2,0,1,1,0,1698.7,0
31232200000000.0,16059,2,0,1,1,0,2018.27,0
36310600000000.0,16059,2,0,1,1,0,4043.39,0
31486100000000.0,16059,2,0,1,1,0,2037.32,0
37923200000000.0,16059,2,0,1,1,0,2223.94,0
37313100000000.0,16059,2,0,1,1,0,3741.06,0
34741100000000.0,16059,2,0,1,1,0,3420.35,0
36109500000000.0,16059,2,0,1,1,0,3763.73,0
34072600000000.0,16059,2,0,1,1,0,3066.84,0
44436100000000.0,16059,2,0,1,1,0,2513.59,0
39782300000000.0,16059,2,0,1,1,0,4163.24,0
38342000000000.0,16059,2,0,1,1,0,2303.49,0
22664400000000.0,16059,2,0,1,1,0,2985.83,0
34507800000000.0,16059,2,0,1,1,0,3712.32,0
41440700000000.0,16059,2,0,1,1,0,4361.23,0
36564600000000.0,16059,2,0,1,1,0,2291.46,0
26153800000000.0,16059,2,0,1,1,0,3321.15,0
35037700000000.0,16059,2,0,1,1,0,3776.93,0
23607500000000.0,16059,2,0,1,1,0,1580.39,0
25899900000000.0,16059,2,0,1,1,0,3430.67,0
39427900000000.0,16059,2,0,1,1,0,3529.21,0
27423400000000.0,16059,2,0,1,1,0,2340.11,0
39103800000000.0,16059,2,0,1,1,0,4038.3,0
33678900000000.0,16059,2,0,1,1,0,3521.1,0
42292600000000.0,16059,2,0,1,1,0,3909.07,0
44436100000000.0,16059,2,0,1,1,0,3684.75,0
41330800000000.0,16059,2,0,1,1,0,6432.74,1
38775100000000.0,16059,2,0,1,1,0,3647.53,0
20496000000000.0,16059,2,0,1,1,0,2371.98,0
44436100000000.0,16059,2,0,1,1,0,4817.7,0
33801100000000.0,16059,2,0,1,1,0,3723.05,0
38849800000000.0,16059,2,0,1,1,0,3488.15,0
44436100000000.0,16059,2,0,1,1,0,4501.43,0
44436100000000.0,16059,2,0,1,1,0,4619.25,0
38143000000000.0,16059,2,0,1,1,0,3373.9,0
36564600000000.0,16059,2,0,1,1,0,3294.82,0
31486100000000.0,16059,2,0,1,1,0,2105.29,0
39591800000000.0,16059,2,0,1,1,0,2221.36,0
31740100000000.0,16059,2,0,1,1,0,2987.25,0
29788900000000.0,16059,2,0,1,1,0,2976.93,0
27425600000000.0,16059,2,0,1,1,0,2597.28,0
34461600000000.0,16059,2,0,1,1,0,3818.03,0
32234700000000.0,16059,2,0,1,1,0,2622.14,0
29970300000000.0,16059,2,0,1,1,0,3556.94,0
44436100000000.0,16059,2,0,1,1,0,5045.94,0
31410300000000.0,16059,2,0,1,1,0,3666.9,0
25556600000000.0,16059,2,0,1,1,0,3071.91,0
44436100000000.0,16059,2,0,1,1,0,4669.21,0
23831200000000.0,16059,2,0,1,1,0,2490.69,0
27888900000000.0,16059,2,0,1,1,0,3091.01,0
34204100000000.0,16059,2,0,1,1,0,2791.32,0
25749300000000.0,16059,2,0,1,1,0,2763.93,0
30823800000000.0,16059,2,0,1,1,0,3633.37,0
42150800000000.0,16059,2,0,1,1,0,4501.56,0
22696400000000.0,16059,2,0,1,1,0,2694.12,0
31994000000000.0,16059,2,0,1,1,0,3510.24,0
38530100000000.0,16059,2,0,1,1,0,3226.43,0
22530900000000.0,16059,2,0,1,1,0,2563.6,0
35285100000000.0,16059,2,0,1,1,0,2942.14,0
44436100000000.0,16059,2,0,1,1,0,4912.73,0
44182200000000.0,16059,2,0,1,1,0,3495.39,0
30023900000000.0,16059,2,0,1,1,0,2634.47,0
33517500000000.0,16059,2,0,1,1,0,3094.99,0
21020000000000.0,16059,2,0,1,1,0,1315.57,0
28797800000000.0,16059,2,0,1,1,0,1829.62,0
19185200000000.0,16059,2,0,1,1,0,2182.23,0
33562400000000.0,16059,2,0,1,1,0,3934.03,0
21119700000000.0,16059,2,0,1,1,0,2437.13,0
16053500000000.0,16059,2,0,1,1,0,2012.76,0
44436100000000.0,16059,2,0,1,1,0,3685.55,0
44436100000000.0,16059,2,0,1,1,0,2530.0,0
43968900000000.0,16059,2,0,1,1,0,3623.91,0
38849800000000.0,16059,2,0,1,1,0,3730.82,0
33931000000000.0,16059,2,0,1,1,0,2798.63,0
44436100000000.0,16059,2,0,1,1,0,3586.25,0
32755800000000.0,16059,2,0,1,1,0,4214.52,0
30338600000000.0,16059,2,0,1,1,0,3021.07,0
31190500000000.0,16059,2,0,1,1,0,2902.77,0
26153800000000.0,16059,2,0,1,1,0,3427.94,0
42704800000000.0,16059,2,0,1,1,0,2404.24,0
36285700000000.0,16059,2,0,1,1,0,2079.06,0
40396500000000.0,16059,2,0,1,1,0,4189.29,0
22249400000000.0,16059,2,0,1,1,0,2670.6,0
34279300000000.0,16059,2,0,1,1,0,3837.57,0
44436100000000.0,16059,2,0,1,1,0,3757.02,0
40561300000000.0,16059,2,0,1,1,0,3370.25,0
23941100000000.0,16059,2,0,1,1,0,2473.37,0
31355300000000.0,16059,2,0,1,1,0,3008.37,0
32755800000000.0,16059,2,0,1,1,0,2069.72,0
31272900000000.0,16059,2,0,1,1,0,2621.7,0
40094200000000.0,16059,2,0,1,1,0,3293.03,0
44436100000000.0,16059,2,0,1,1,0,3677.9,0
30256100000000.0,16059,2,0,1,1,0,2835.65,0
27727900000000.0,16059,2,0,1,1,0,2265.83,0
29129400000000.0,16059,2,0,1,1,0,2317.96,0
40056300000000.0,16059,2,0,1,1,0,3847.11,0
40881200000000.0,16059,2,0,1,1,0,3491.51,0
36310600000000.0,16059,2,0,1,1,0,3229.27,0
32247900000000.0,16059,2,0,1,1,0,3082.2,0
19838800000000.0,16059,2,0,1,1,0,2016.46,0
40369000000000.0,16059,2,0,1,1,0,3757.03,0
44436100000000.0,16059,2,0,1,1,0,4355.38,0
44436100000000.0,16059,2,0,1,1,0,3697.07,0
39407200000000.0,16059,2,0,1,1,0,3361.85,0
36564600000000.0,16059,2,0,1,1,0,3479.28,0
38115600000000.0,16059,2,0,1,1,0,3205.09,0
43928300000000.0,16059,2,0,1,1,0,3417.43,0
38527800000000.0,16059,2,0,1,1,0,3159.71,0
32784300000000.0,16059,2,0,1,1,0,2720.77,0
23760200000000.0,16059,2,0,1,1,0,2197.4,0
26654600000000.0,16059,2,0,1,1,0,2502.54,0
44182200000000.0,16059,2,0,1,1,0,2506.95,0
39791900000000.0,16059,2,0,1,1,0,3267.0,0
27577200000000.0,16059,2,0,1,1,0,2370.94,0
30998100000000.0,16059,2,0,1,1,0,1978.73,0
43928300000000.0,16059,2,0,1,1,0,3569.33,0
26518800000000.0,16059,2,0,1,1,0,2003.23,0
44436100000000.0,16059,2,0,1,1,0,4309.73,0
40891100000000.0,16059,2,0,1,1,0,2368.41,0
36310600000000.0,16059,2,0,1,1,0,3009.91,0
16158000000000.0,16059,2,0,1,1,0,1637.86,0
27677300000000.0,16059,2,0,1,1,0,3156.21,0
36796500000000.0,16059,2,0,1,1,0,3020.56,0
44436100000000.0,16059,2,0,1,1,0,3523.74,0
